2023-02-19	15045,44
2023-02-20	15061,11
2023-02-23	15081,27
2023-02-26	15481,08
2023-02-27	15679,76
2023-02-28	16163,31
2023-03-01	16426,49
2023-03-04	16737,80
2023-03-05	16989,30
2023-03-06	17100,13
2023-03-09	17377,07
2023-03-11	17618,29
2023-03-13	17851,17
2023-03-15	17985,85
2023-03-17	18259,80
2023-03-18	18437,46
2023-03-21	18888,88
2023-03-24	18920,90
2023-03-26	19375,31
2023-03-29	19493,76
2023-03-30	19805,83
2023-04-01	20029,86
2023-04-03	20424,12
2023-04-05	20726,82
2023-04-07	20975,18
2023-04-09	21271,14
2023-04-10	21630,58
2023-04-12	22125,39
2023-04-13	22245,43
2023-04-15	22315,34
2023-04-16	22755,24
2023-04-17	22918,23
2023-04-19	23216,88
2023-04-20	23350,81
2023-04-23	23656,05
2023-04-25	24119,12
2023-04-26	24434,89
2023-04-28	24718,50
2023-04-30	24974,27
2023-05-01	25304,84
2023-05-03	25639,75
2023-05-04	25873,86
2023-05-05	26257,65
2023-05-08	26584,40
2023-05-09	26927,45
2023-05-10	27394,53
2023-05-12	27620,89
2023-05-14	27805,17
2023-05-16	28268,14
2023-05-18	28466,15
2023-05-20	28613,01
2023-05-21	28721,36
2023-05-22	29086,27
2023-05-24	29137,51
2023-05-27	29465,34
2023-05-30	29935,06
2023-06-01	30421,18
2023-06-03	30538,99
2023-06-04	30582,44
2023-06-06	30954,92
2023-06-07	31219,92
2023-06-08	31512,86
2023-06-10	31996,96
2023-06-11	32065,25
2023-06-13	32134,97
2023-06-16	32621,56
2023-06-19	32856,84
2023-06-21	32879,40
2023-06-24	33211,89
2023-06-25	33658,33
2023-06-28	33982,63
2023-06-29	34206,15
2023-07-01	34470,81
2023-07-02	34887,32
2023-07-03	34966,39
2023-07-04	35382,93
2023-07-05	35601,94
2023-07-07	35939,78
2023-07-10	36257,52
2023-07-11	36470,91
2023-07-13	36946,55
2023-07-16	37423,64
2023-07-19	37862,86
2023-07-22	38317,02
2023-07-23	38754,20
2023-07-25	38987,11
2023-07-28	39117,35
2023-07-31	39468,54
2023-08-01	39501,27
2023-08-04	39913,09
2023-08-06	40009,92
2023-08-07	40465,55
2023-08-10	40867,65
2023-08-12	41309,85
2023-08-14	41573,64
2023-08-15	41943,79
2023-08-17	41955,52
2023-08-20	42353,01
2023-08-21	42453,43
2023-08-23	42729,06
2023-08-24	43159,49
2023-08-26	43579,27
2023-08-28	43729,28
2023-08-29	43864,85
2023-08-31	44183,86
2023-09-02	44475,14
2023-09-05	44527,24
2023-09-06	44587,49
2023-09-09	44933,64
2023-09-11	45041,01
2023-09-13	45284,77
2023-09-16	45623,80
2023-09-17	45647,68
2023-09-19	46042,11
2023-09-22	46297,95
2023-09-25	46625,69
2023-09-26	46900,39
2023-09-27	47132,17
2023-09-29	47508,50
2023-10-01	47901,85
2023-10-02	48210,06
2023-10-04	48694,29
2023-10-06	48796,25
2023-10-08	48900,12
2023-10-11	49355,39
2023-10-14	49616,73
2023-10-15	49736,21
2023-10-17	50085,52
2023-10-18	50364,13
2023-10-19	50457,78
2023-10-21	50930,18
2023-10-22	51272,72
2023-10-23	51447,42
2023-10-26	51760,06
2023-10-27	52200,30
2023-10-30	52429,39
2023-11-01	52487,63
2023-11-04	52504,96
2023-11-06	52794,87
2023-11-09	52820,87
2023-11-11	53279,29
2023-11-12	53332,01
2023-11-14	53452,86
2023-11-17	53936,75
2023-11-19	54420,70
2023-11-20	54719,97
2023-11-21	55003,64
2023-11-22	55261,34
2023-11-24	55291,55
2023-11-27	55783,98
2023-11-29	56126,29
2023-12-01	56236,54
2023-12-03	56640,35
2023-12-05	56748,36
2023-12-07	57193,46
2023-12-09	57623,96
2023-12-10	58112,80
2023-12-13	58497,04
2023-12-16	58546,42
2023-12-18	59043,63
2023-12-19	59505,24
2023-12-20	59922,76
2023-12-23	60138,43
2023-12-26	60517,54
2023-12-27	60655,06
2023-12-30	61044,85
2024-01-01	61142,49
2024-01-03	61386,10
2024-01-04	61723,07
2024-01-05	62221,06
2024-01-08	62621,12
2024-01-09	62760,93
2024-01-12	63153,65
2024-01-15	63601,20
2024-01-16	63873,14
2024-01-18	64217,65
2024-01-21	64406,49
2024-01-22	64658,11
2024-01-23	64831,29
2024-01-25	64906,19
2024-01-26	65034,83
2024-01-28	65465,35
2024-01-30	65648,63
2024-02-01	65733,88
2024-02-03	66208,55
2024-02-04	66522,75
2024-02-06	66618,57
2024-02-08	66722,82
2024-02-11	66974,48
2024-02-13	67148,40
2024-02-15	67613,96
2024-02-16	68010,12
2024-02-17	68077,25
2024-02-18	68451,05
2024-02-21	68655,45
2024-02-23	69117,25
2024-02-26	69246,27
2024-02-28	69345,33
2024-03-01	69829,00
2024-03-04	69905,78
2024-03-05	69962,12
2024-03-08	70262,22
2024-03-09	70371,44
2024-03-11	70717,49
2024-03-14	71091,52
2024-03-16	71578,98
2024-03-17	71741,76
2024-03-18	72196,66
2024-03-19	72337,15
2024-03-20	72434,74
2024-03-22	72849,66
2024-03-24	73312,84
2024-03-27	73677,80
2024-03-30	73747,00
2024-04-02	73813,93
2024-04-03	73988,98
2024-04-06	74303,41
2024-04-09	74343,31
2024-04-11	74511,05
2024-04-14	74956,82
2024-04-16	75226,20
2024-04-19	75349,45
2024-04-22	75574,62
2024-04-23	75835,31
2024-04-25	76283,93
2024-04-28	76478,18
2024-04-30	76699,55
2024-05-01	77117,01
2024-05-02	77508,43
2024-05-04	77831,16
2024-05-06	78011,52
2024-05-08	78126,14
2024-05-10	78624,29
2024-05-13	78956,81
2024-05-14	79028,94
2024-05-16	79498,55
2024-05-18	79722,55
2024-05-19	79856,83
2024-05-22	80208,52
2024-05-25	80593,97
2024-05-28	80809,10
2024-05-30	81133,02
2024-06-02	81286,81
2024-06-03	81384,87
2024-06-06	81620,87
2024-06-09	81992,41
2024-06-10	82056,69
2024-06-13	82300,91
2024-06-16	82533,63
2024-06-18	82831,57
2024-06-20	83093,83
2024-06-23	83477,25
2024-06-24	83513,93
2024-06-25	83607,26
2024-06-26	83832,50
2024-06-29	83936,06
2024-07-01	84230,74
2024-07-02	84445,85
2024-07-04	84590,45
2024-07-07	84849,31
2024-07-10	85093,82
2024-07-11	85526,74
2024-07-12	85808,55
2024-07-14	85914,44
2024-07-15	86047,87
2024-07-17	86351,78
2024-07-19	86475,65
2024-07-20	86552,11
2024-07-21	86835,00
2024-07-22	87092,07
2024-07-24	87343,03
2024-07-26	87465,81
2024-07-28	87892,35
2024-07-29	88388,62
2024-07-31	88421,92
2024-08-02	88767,80
2024-08-04	88822,00
2024-08-06	89110,93
2024-08-09	89466,84
2024-08-10	89666,45
2024-08-13	90148,97
2024-08-14	90175,73
2024-08-16	90489,56
2024-08-17	90910,65
2024-08-19	91266,09
2024-08-22	91605,59
2024-08-24	91904,30
2024-08-27	91943,76
2024-08-28	91973,37
2024-08-30	92296,38
2024-09-02	92795,08
2024-09-03	93283,95
2024-09-06	93686,32
2024-09-09	93751,32
2024-09-11	94077,80
2024-09-13	94291,97
2024-09-16	94587,95
2024-09-18	94652,07
2024-09-20	95113,57
2024-09-23	95319,87
