804	1
16	2
621	3
203	4
800	5
372	6
953	7
333	8
798	9
865	10
749	11
657	12
93	13
251	14
539	15
758	16
423	17
576	18
717	19
93	20
666	21
831	22
6	23
422	24
35	25
961	26
556	27
778	28
611	29
815	30
280	31
635	32
376	33
657	34
372	35
167	36
917	37
829	38
35	39
246	40
809	41
152	42
38	43
54	44
896	45
771	46
286	47
940	48
124	49
415	50
79	51
768	52
321	53
251	54
42	55
539	56
66	57
200	58
630	59
618	60
898	61
702	62
775	63
196	64
779	65
138	66
12	67
152	68
25	69
82	70
795	71
988	72
873	73
374	74
612	75
185	76
228	77
422	78
217	79
739	80
214	81
778	82
172	83
840	84
267	85
480	86
791	87
349	88
697	89
544	90
976	91
196	92
445	93
972	94
137	95
1000	96
324	97
372	98
523	99
276	100
389	101
315	102
717	103
296	104
614	105
451	106
385	107
400	108
343	109
500	110
407	111
112	112
388	113
624	114
656	115
136	116
331	117
293	118
969	119
582	120
256	121
731	122
859	123
3	124
592	125
261	126
125	127
357	128
765	129
759	130
379	131
179	132
276	133
966	134
71	135
628	136
625	137
845	138
684	139
962	140
433	141
978	142
370	143
672	144
57	145
694	146
63	147
25	148
6	149
794	150
515	151
978	152
358	153
835	154
75	155
641	156
209	157
321	158
986	159
220	160
378	161
830	162
496	163
235	164
413	165
765	166
988	167
625	168
325	169
688	170
974	171
186	172
470	173
159	174
46	175
997	176
782	177
806	178
84	179
759	180
634	181
467	182
18	183
186	184
23	185
835	186
753	187
97	188
346	189
970	190
805	191
968	192
648	193
835	194
466	195
501	196
854	197
497	198
408	199
133	200
757	201
569	202
993	203
198	204
689	205
845	206
715	207
95	208
847	209
970	210
448	211
78	212
690	213
81	214
90	215
774	216
36	217
467	218
332	219
77	220
261	221
237	222
927	223
566	224
347	225
605	226
858	227
181	228
656	229
501	230
586	231
901	232
912	233
963	234
483	235
1000	236
79	237
921	238
496	239
638	240
658	241
754	242
650	243
174	244
273	245
856	246
872	247
486	248
456	249
492	250
389	251
768	252
975	253
214	254
862	255
121	256
926	257
280	258
777	259
348	260
978	261
194	262
323	263
23	264
901	265
667	266
750	267
396	268
506	269
482	270
936	271
944	272
906	273
156	274
420	275
8	276
129	277
215	278
900	279
569	280
269	281
832	282
701	283
939	284
89	285
771	286
202	287
109	288
358	289
596	290
278	291
1000	292
137	293
857	294
256	295
407	296
250	297
780	298
4	299
807	300
886	301
186	302
816	303
454	304
618	305
797	306
977	307
551	308
942	309
576	310
695	311
392	312
337	313
184	314
472	315
395	316
513	317
744	318
321	319
533	320
244	321
987	322
848	323
864	324
913	325
964	326
80	327
766	328
603	329
960	330
633	331
345	332
532	333
888	334
273	335
538	336
675	337
126	338
343	339
892	340
214	341
821	342
563	343
475	344
808	345
124	346
122	347
483	348
649	349
734	350
563	351
831	352
79	353
929	354
228	355
338	356
347	357
246	358
903	359
335	360
445	361
507	362
374	363
465	364
954	365
760	366
6	367
775	368
507	369
669	370
869	371
902	372
579	373
666	374
340	375
359	376
772	377
139	378
193	379
555	380
391	381
634	382
988	383
848	384
291	385
337	386
448	387
292	388
87	389
194	390
893	391
507	392
972	393
919	394
949	395
78	396
854	397
964	398
971	399
711	400
708	401
523	402
520	403
853	404
744	405
536	406
540	407
147	408
867	409
65	410
127	411
919	412
615	413
315	414
395	415
691	416
960	417
861	418
142	419
55	420
335	421
443	422
278	423
584	424
941	425
890	426
869	427
447	428
563	429
418	430
886	431
978	432
66	433
12	434
114	435
983	436
628	437
932	438
488	439
948	440
210	441
547	442
602	443
832	444
17	445
867	446
139	447
650	448
828	449
282	450
820	451
23	452
11	453
290	454
405	455
563	456
429	457
918	458
780	459
127	460
784	461
104	462
938	463
813	464
312	465
18	466
709	467
698	468
626	469
940	470
782	471
843	472
22	473
351	474
78	475
781	476
402	477
940	478
816	479
422	480
883	481
632	482
801	483
521	484
10	485
391	486
820	487
729	488
751	489
803	490
918	491
180	492
787	493
3	494
397	495
259	496
149	497
341	498
81	499
589	500
683	501
668	502
686	503
994	504
639	505
407	506
630	507
295	508
99	509
517	510
12	511
622	512
799	513
34	514
393	515
506	516
540	517
247	518
572	519
245	520
527	521
912	522
723	523
869	524
600	525
882	526
578	527
431	528
205	529
127	530
406	531
75	532
512	533
868	534
263	535
652	536
519	537
656	538
743	539
637	540
418	541
243	542
620	543
757	544
843	545
778	546
295	547
952	548
653	549
894	550
956	551
980	552
812	553
695	554
456	555
289	556
759	557
264	558
993	559
317	560
462	561
661	562
633	563
749	564
690	565
829	566
847	567
922	568
886	569
532	570
356	571
827	572
28	573
101	574
518	575
846	576
805	577
867	578
782	579
793	580
14	581
870	582
950	583
140	584
907	585
394	586
928	587
4	588
502	589
618	590
171	591
776	592
899	593
516	594
644	595
711	596
894	597
937	598
920	599
373	600
83	601
189	602
420	603
648	604
677	605
768	606
963	607
356	608
259	609
215	610
41	611
353	612
49	613
583	614
717	615
459	616
161	617
6	618
849	619
507	620
641	621
526	622
908	623
632	624
946	625
377	626
367	627
327	628
558	629
850	630
881	631
854	632
944	633
1000	634
985	635
302	636
918	637
462	638
866	639
921	640
296	641
329	642
213	643
620	644
474	645
424	646
119	647
15	648
59	649
244	650
155	651
307	652
334	653
748	654
142	655
351	656
689	657
914	658
745	659
631	660
152	661
164	662
49	663
567	664
536	665
635	666
334	667
487	668
833	669
845	670
801	671
890	672
961	673
603	674
911	675
564	676
424	677
387	678
100	679
490	680
894	681
977	682
761	683
132	684
526	685
893	686
444	687
773	688
344	689
727	690
895	691
841	692
322	693
948	694
383	695
53	696
421	697
201	698
4	699
492	700
888	701
373	702
143	703
463	704
916	705
875	706
122	707
523	708
628	709
229	710
523	711
953	712
100	713
694	714
615	715
843	716
597	717
906	718
302	719
581	720
387	721
84	722
895	723
976	724
500	725
472	726
236	727
588	728
516	729
879	730
25	731
170	732
285	733
183	734
624	735
256	736
497	737
880	738
129	739
505	740
335	741
641	742
113	743
104	744
471	745
50	746
210	747
251	748
140	749
286	750
469	751
56	752
52	753
918	754
709	755
569	756
589	757
114	758
240	759
636	760
887	761
985	762
91	763
939	764
352	765
988	766
840	767
744	768
434	769
966	770
990	771
445	772
631	773
432	774
168	775
306	776
57	777
840	778
209	779
257	780
191	781
590	782
112	783
223	784
437	785
153	786
560	787
998	788
538	789
555	790
352	791
633	792
186	793
294	794
716	795
484	796
148	797
829	798
714	799
674	800
615	801
980	802
773	803
20	804
15	805
447	806
896	807
451	808
3	809
829	810
947	811
77	812
131	813
605	814
86	815
997	816
939	817
776	818
198	819
566	820
209	821
658	822
286	823
803	824
270	825
285	826
500	827
156	828
718	829
298	830
355	831
207	832
680	833
89	834
688	835
207	836
47	837
287	838
484	839
622	840
496	841
100	842
357	843
261	844
712	845
345	846
792	847
785	848
53	849
953	850
780	851
538	852
798	853
31	854
529	855
306	856
833	857
242	858
275	859
930	860
287	861
64	862
962	863
222	864
486	865
136	866
703	867
264	868
95	869
175	870
6	871
866	872
689	873
152	874
629	875
673	876
379	877
317	878
560	879
3	880
965	881
196	882
597	883
156	884
553	885
510	886
196	887
715	888
627	889
799	890
461	891
463	892
73	893
866	894
553	895
646	896
850	897
432	898
543	899
642	900
779	901
61	902
541	903
350	904
744	905
117	906
862	907
597	908
453	909
498	910
861	911
143	912
854	913
925	914
867	915
484	916
271	917
145	918
490	919
872	920
77	921
624	922
370	923
852	924
468	925
704	926
209	927
163	928
520	929
900	930
24	931
291	932
971	933
986	934
962	935
566	936
92	937
70	938
538	939
808	940
248	941
161	942
619	943
68	944
514	945
272	946
71	947
831	948
972	949
503	950
822	951
47	952
77	953
275	954
512	955
916	956
834	957
936	958
2	959
527	960
202	961
415	962
700	963
602	964
141	965
737	966
337	967
236	968
509	969
31	970
471	971
372	972
488	973
26	974
774	975
997	976
479	977
988	978
732	979
486	980
97	981
672	982
670	983
947	984
301	985
29	986
315	987
363	988
991	989
153	990
334	991
444	992
22	993
352	994
926	995
664	996
149	997
938	998
519	999
527	1000
